,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
239,2018,21.0205173032,NV.IND.TOTL.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
240,2019,21.1872727204,NV.IND.TOTL.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
241,2015,21.3760477559,NV.IND.TOTL.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
242,2016,21.2776933147,NV.IND.TOTL.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
243,2017,20.9259007961,NV.IND.TOTL.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
244,2018,20.5026451407,NV.IND.TOTL.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
245,2019,20.2611558493,NV.IND.TOTL.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
246,2020,21.5271166237,NV.IND.TOTL.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
247,2015,22.3531842126,NV.IND.TOTL.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
248,2016,22.942979096,NV.IND.TOTL.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
249,2017,24.3559694789,NV.IND.TOTL.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
250,2018,25.1104447776,NV.IND.TOTL.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
251,2015,18.4683129962,NV.IND.TOTL.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
252,2016,18.2028563283,NV.IND.TOTL.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
253,2017,18.2390833932,NV.IND.TOTL.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
254,2018,16.7683028874,NV.IND.TOTL.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
255,2015,10.2023047581,NV.IND.TOTL.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
256,2016,10.8610918289,NV.IND.TOTL.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
257,2017,11.2600257835,NV.IND.TOTL.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
258,2018,11.9615185527,NV.IND.TOTL.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
259,2019,12.7079912056,NV.IND.TOTL.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
260,2020,12.5164653778,NV.IND.TOTL.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
261,2015,33.7818228045,NV.IND.TOTL.ZS,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
262,2016,33.4093272847,NV.IND.TOTL.ZS,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
263,2017,32.7082970128,NV.IND.TOTL.ZS,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
264,2018,31.7570311655,NV.IND.TOTL.ZS,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
265,2019,31.4566244637,NV.IND.TOTL.ZS,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
266,2020,31.4886010387,NV.IND.TOTL.ZS,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
267,2015,19.9874545918,NV.IND.TOTL.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
268,2016,20.6686168257,NV.IND.TOTL.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
269,2017,20.7432378422,NV.IND.TOTL.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
270,2018,21.0622089719,NV.IND.TOTL.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
271,2019,21.1196289349,NV.IND.TOTL.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
272,2020,20.8177014186,NV.IND.TOTL.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
273,2015,11.3675673907,NV.IND.TOTL.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
274,2016,11.3448694815,NV.IND.TOTL.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
275,2017,12.320914362,NV.IND.TOTL.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
276,2018,16.570893597,NV.IND.TOTL.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
277,2019,15.937778199,NV.IND.TOTL.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
278,2020,16.2199374986,NV.IND.TOTL.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
279,2015,12.5336474907,NV.IND.TOTL.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
280,2016,11.9917471173,NV.IND.TOTL.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
281,2017,11.1088945253,NV.IND.TOTL.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
282,2018,15.800793064,NV.IND.TOTL.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
283,2019,15.5455576754,NV.IND.TOTL.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
284,2020,12.3800890711,NV.IND.TOTL.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
285,2015,28.496368178,NV.IND.TOTL.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
286,2016,27.5780873614,NV.IND.TOTL.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
287,2017,28.0687739986,NV.IND.TOTL.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
288,2018,28.8112847763,NV.IND.TOTL.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
289,2019,29.0773366472,NV.IND.TOTL.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
290,2020,30.2824717113,NV.IND.TOTL.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
291,2015,31.8721276737,NV.IND.TOTL.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
292,2016,32.0230096159,NV.IND.TOTL.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
293,2017,32.5235875609,NV.IND.TOTL.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
294,2018,32.5426250875,NV.IND.TOTL.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
295,2019,32.7023208799,NV.IND.TOTL.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
296,2020,32.0045044931,NV.IND.TOTL.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
297,2015,36.6302058186,NV.IND.TOTL.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
298,2016,32.4559533476,NV.IND.TOTL.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
299,2017,33.7507636888,NV.IND.TOTL.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
300,2018,34.9633907243,NV.IND.TOTL.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
301,2019,35.6234456324,NV.IND.TOTL.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
302,2020,31.8041443299,NV.IND.TOTL.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
303,2015,25.2889722095,NV.IND.TOTL.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
304,2016,24.834745197,NV.IND.TOTL.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
305,2017,25.1715026902,NV.IND.TOTL.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
306,2018,25.0755067571,NV.IND.TOTL.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
307,2019,25.2298984335,NV.IND.TOTL.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
308,2020,23.8089072809,NV.IND.TOTL.ZS,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
309,2015,59.1005872679,NV.IND.TOTL.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
310,2016,52.3302543283,NV.IND.TOTL.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
311,2017,56.8622280929,NV.IND.TOTL.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
312,2018,57.2950813328,NV.IND.TOTL.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
313,2019,53.03647492,NV.IND.TOTL.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
314,2020,45.2115265093,NV.IND.TOTL.ZS,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
315,2015,23.6900638358,NV.IND.TOTL.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
316,2016,23.8462479153,NV.IND.TOTL.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
317,2017,23.6159422926,NV.IND.TOTL.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
318,2018,23.6632482849,NV.IND.TOTL.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
319,2019,22.038448745,NV.IND.TOTL.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
320,2020,21.8782419924,NV.IND.TOTL.ZS,EST,Estonia,Europe & Central Asia,High income,Not classified
321,2015,35.7573007569,NV.IND.TOTL.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
322,2016,35.3411934637,NV.IND.TOTL.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
323,2017,33.8789467598,NV.IND.TOTL.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
324,2018,33.241580315,NV.IND.TOTL.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
325,2019,34.0935492203,NV.IND.TOTL.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
326,2020,31.3713498993,NV.IND.TOTL.ZS,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
327,2015,16.2977936386,NV.IND.TOTL.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
328,2016,21.9325682021,NV.IND.TOTL.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
329,2017,23.58190618,NV.IND.TOTL.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
330,2018,27.3057021409,NV.IND.TOTL.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
331,2019,24.82236751,NV.IND.TOTL.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
332,2020,23.1050196942,NV.IND.TOTL.ZS,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
333,2015,16.5746834696,NV.IND.TOTL.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
334,2016,15.0724087433,NV.IND.TOTL.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
335,2017,17.0017708546,NV.IND.TOTL.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
336,2018,17.3484533942,NV.IND.TOTL.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
337,2019,18.5463178341,NV.IND.TOTL.ZS,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
338,2015,15.1712702717,NV.IND.TOTL.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
339,2016,16.2026860305,NV.IND.TOTL.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
340,2017,15.6940496694,NV.IND.TOTL.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
341,2018,15.537324258,NV.IND.TOTL.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
342,2019,15.5858035556,NV.IND.TOTL.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
343,2020,17.7706755989,NV.IND.TOTL.ZS,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
344,2015,23.3058164014,NV.IND.TOTL.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
345,2016,23.4973657352,NV.IND.TOTL.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
346,2017,24.4006875798,NV.IND.TOTL.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
347,2018,24.0213782007,NV.IND.TOTL.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
348,2019,23.9306420934,NV.IND.TOTL.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
349,2020,23.5978051687,NV.IND.TOTL.ZS,FIN,Finland,Europe & Central Asia,High income,Not classified
350,2015,17.6796917075,NV.IND.TOTL.ZS,FRA,France,Europe & Central Asia,High income,Not classified
351,2016,17.4341320488,NV.IND.TOTL.ZS,FRA,France,Europe & Central Asia,High income,Not classified
352,2017,17.2411526517,NV.IND.TOTL.ZS,FRA,France,Europe & Central Asia,High income,Not classified
353,2018,17.0747329061,NV.IND.TOTL.ZS,FRA,France,Europe & Central Asia,High income,Not classified
354,2019,17.1352034128,NV.IND.TOTL.ZS,FRA,France,Europe & Central Asia,High income,Not classified
355,2020,16.294148130700002,NV.IND.TOTL.ZS,FRA,France,Europe & Central Asia,High income,Not classified
356,2015,48.1836272957,NV.IND.TOTL.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
357,2016,45.0378509061,NV.IND.TOTL.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
358,2017,45.4673089938,NV.IND.TOTL.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
359,2018,47.1437441857,NV.IND.TOTL.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
360,2019,47.2081807834,NV.IND.TOTL.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
361,2020,41.4690619817,NV.IND.TOTL.ZS,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
362,2015,17.1434530644,NV.IND.TOTL.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
363,2016,20.9355929615,NV.IND.TOTL.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
364,2017,17.8927550196,NV.IND.TOTL.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
365,2018,17.3104251773,NV.IND.TOTL.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
366,2019,15.7929936822,NV.IND.TOTL.ZS,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
367,2015,19.1524974215,NV.IND.TOTL.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
368,2016,19.2554972653,NV.IND.TOTL.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
369,2017,20.2143684252,NV.IND.TOTL.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
370,2018,19.9177567411,NV.IND.TOTL.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
371,2019,20.3125586295,NV.IND.TOTL.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
372,2020,21.6332112466,NV.IND.TOTL.ZS,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
373,2015,27.1097885783,NV.IND.TOTL.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
374,2016,27.568506479,NV.IND.TOTL.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
375,2017,27.5110894333,NV.IND.TOTL.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
376,2018,27.3756483862,NV.IND.TOTL.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
377,2019,26.7037300126,NV.IND.TOTL.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
378,2020,26.1908991876,NV.IND.TOTL.ZS,DEU,Germany,Europe & Central Asia,High income,Not classified
379,2015,32.1368798351,NV.IND.TOTL.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
380,2016,28.3442725325,NV.IND.TOTL.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
381,2017,30.3713311731,NV.IND.TOTL.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
382,2018,31.3922992868,NV.IND.TOTL.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
383,2019,31.5979151972,NV.IND.TOTL.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
384,2020,34.6854824024,NV.IND.TOTL.ZS,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
385,2015,14.517914406100001,NV.IND.TOTL.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
386,2016,14.5513310161,NV.IND.TOTL.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
387,2017,13.7614045223,NV.IND.TOTL.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
388,2018,13.2259986047,NV.IND.TOTL.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
389,2019,12.8862960177,NV.IND.TOTL.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
390,2020,13.9128567755,NV.IND.TOTL.ZS,GRC,Greece,Europe & Central Asia,High income,Not classified
391,2015,17.0467116297,NV.IND.TOTL.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
392,2016,17.6874070578,NV.IND.TOTL.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
393,2017,17.0771695394,NV.IND.TOTL.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
394,2018,17.6426325131,NV.IND.TOTL.ZS,GRL,Greenland,Europe & Central Asia,High income,Not classified
395,2015,12.3243977332,NV.IND.TOTL.ZS,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
396,2016,12.1551729461,NV.IND.TOTL.ZS,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
397,2017,12.71587675,NV.IND.TOTL.ZS,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
398,2018,13.4838439794,NV.IND.TOTL.ZS,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
399,2019,13.5560522076,NV.IND.TOTL.ZS,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
400,2020,13.3787850451,NV.IND.TOTL.ZS,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
401,2015,22.7375109396,NV.IND.TOTL.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
402,2016,22.6144411203,NV.IND.TOTL.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
403,2017,21.9049097759,NV.IND.TOTL.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
404,2018,21.4271979659,NV.IND.TOTL.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
405,2019,21.821174374599998,NV.IND.TOTL.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
406,2020,22.0777075124,NV.IND.TOTL.ZS,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
407,2015,26.324639776,NV.IND.TOTL.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
408,2016,30.103847167,NV.IND.TOTL.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
409,2017,31.653984496,NV.IND.TOTL.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
410,2018,30.8781700057,NV.IND.TOTL.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
411,2019,28.5350463876,NV.IND.TOTL.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
412,2020,32.7303708683,NV.IND.TOTL.ZS,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
413,2015,12.2539713386,NV.IND.TOTL.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
414,2016,12.5535840489,NV.IND.TOTL.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
415,2017,12.600170435,NV.IND.TOTL.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
416,2018,12.6652641314,NV.IND.TOTL.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
417,2019,13.2629614582,NV.IND.TOTL.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
418,2020,13.4801601747,NV.IND.TOTL.ZS,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
419,2015,24.7186718251,NV.IND.TOTL.ZS,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
420,2016,29.3829273062,NV.IND.TOTL.ZS,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
421,2017,26.2071479481,NV.IND.TOTL.ZS,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
422,2018,26.2597190755,NV.IND.TOTL.ZS,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
423,2019,28.6893031668,NV.IND.TOTL.ZS,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
424,2020,38.7960801468,NV.IND.TOTL.ZS,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
425,2015,25.9754577585,NV.IND.TOTL.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
426,2016,24.3065325499,NV.IND.TOTL.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
427,2017,23.5083893152,NV.IND.TOTL.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
428,2018,23.9104267213,NV.IND.TOTL.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
429,2019,23.3165387151,NV.IND.TOTL.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
430,2020,24.2272546891,NV.IND.TOTL.ZS,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
431,2015,25.6499709386,NV.IND.TOTL.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
432,2016,25.8278974976,NV.IND.TOTL.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
433,2017,26.53892231,NV.IND.TOTL.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
434,2018,26.5924587974,NV.IND.TOTL.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
435,2019,27.0767291298,NV.IND.TOTL.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
436,2020,25.9501589118,NV.IND.TOTL.ZS,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
437,2015,7.0580165785,NV.IND.TOTL.ZS,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
438,2016,7.4761949504,NV.IND.TOTL.ZS,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
439,2017,7.219378623,NV.IND.TOTL.ZS,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
440,2018,6.4795869239,NV.IND.TOTL.ZS,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
441,2019,6.255730236,NV.IND.TOTL.ZS,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
442,2015,26.4038880151,NV.IND.TOTL.ZS,HUN,Hungary,Europe & Central Asia,High income,Not classified
443,2016,25.5181972587,NV.IND.TOTL.ZS,HUN,Hungary,Europe & Central Asia,High income,Not classified
444,2017,25.2196022627,NV.IND.TOTL.ZS,HUN,Hungary,Europe & Central Asia,High income,Not classified
445,2018,25.2092364738,NV.IND.TOTL.ZS,HUN,Hungary,Europe & Central Asia,High income,Not classified
446,2019,24.9742682488,NV.IND.TOTL.ZS,HUN,Hungary,Europe & Central Asia,High income,Not classified
447,2020,25.2468039343,NV.IND.TOTL.ZS,HUN,Hungary,Europe & Central Asia,High income,Not classified
448,2015,20.236347354,NV.IND.TOTL.ZS,ISL,Iceland,Europe & Central Asia,High income,Not classified
449,2016,19.5820727828,NV.IND.TOTL.ZS,ISL,Iceland,Europe & Central Asia,High income,Not classified
450,2017,19.5152397885,NV.IND.TOTL.ZS,ISL,Iceland,Europe & Central Asia,High income,Not classified
451,2018,19.6058387673,NV.IND.TOTL.ZS,ISL,Iceland,Europe & Central Asia,High income,Not classified
452,2019,19.7997271375,NV.IND.TOTL.ZS,ISL,Iceland,Europe & Central Asia,High income,Not classified
453,2020,19.8599583015,NV.IND.TOTL.ZS,ISL,Iceland,Europe & Central Asia,High income,Not classified
454,2015,27.3473914779,NV.IND.TOTL.ZS,IND,India,South Asia,Lower middle income,IBRD
455,2016,26.61899994,NV.IND.TOTL.ZS,IND,India,South Asia,Lower middle income,IBRD
456,2017,26.5000166467,NV.IND.TOTL.ZS,IND,India,South Asia,Lower middle income,IBRD
457,2018,26.3828986911,NV.IND.TOTL.ZS,IND,India,South Asia,Lower middle income,IBRD
458,2019,24.1775949697,NV.IND.TOTL.ZS,IND,India,South Asia,Lower middle income,IBRD
